Player,Tm,G,PER,WS/48,VORP
Garrett Temple,TOT,24,4.7,-0.085,-0.3
Garrett Temple,SAS,3,0.6,-0.135,0.0
Garrett Temple,MIL,9,3.1,-0.019,-0.1
Garrett Temple,CHA,12,6.4,-0.119,-0.1
Jason Terry,DAL,82,15.9,.100,1.9
Hasheem Thabeet,TOT,47,4.7,.043,-0.3
Hasheem Thabeet,MEM,45,4.9,.045,-0.3
Hasheem Thabeet,HOU,2,-13.6,-0.179,0.0
Etan Thomas,ATL,13,15.1,.130,0.0
Kurt Thomas,CHI,52,10.0,.131,0.4
Tyrus Thomas,CHA,41,18.2,.103,0.3
Jason Thompson,SAC,75,13.6,.079,-0.1
Al Thornton,TOT,71,11.7,.054,-0.4
Al Thornton,WAS,49,11.8,.058,-0.2
Al Thornton,GSW,22,11.3,.042,-0.3
Marcus Thornton,TOT,73,16.5,.095,1.3
Marcus Thornton,NOH,46,14.0,.057,0.3
Marcus Thornton,SAC,27,18.2,.123,1.0
Anthony Tolliver,MIN,65,13.3,.115,0.7
Ronny Turiaf,NYK,64,13.6,.134,1.0
Hedo Türkoğlu,TOT,81,13.4,.129,2.3
Hedo Türkoğlu,PHO,25,13.1,.092,0.4
Hedo Türkoğlu,ORL,56,13.6,.142,1.9
Evan Turner,PHI,78,10.8,.060,-0.1
Ekpe Udoh,GSW,58,9.7,.032,-0.5
Ime Udoka,SAS,20,5.3,.008,0.0
Beno Udrih,SAC,79,15.7,.126,1.7
Ben Uzoh,NJN,42,14.7,.054,0.2
Anderson Varejão,CLE,31,15.2,.105,0.3
Greivis Vásquez,MEM,70,9.4,.030,-0.3
Charlie Villanueva,DET,76,15.9,.091,0.7
Sasha Vujačić,TOT,67,12.3,.061,0.2
Sasha Vujačić,LAL,11,3.4,-0.082,-0.1
Sasha Vujačić,NJN,56,12.6,.066,0.3
Dwyane Wade,MIA,76,25.6,.218,6.1
Von Wafer,BOS,58,10.6,.092,0.1
Henry Walker,NYK,61,11.3,.069,0.0
John Wall,WAS,69,15.8,.041,0.8
Ben Wallace*,DET,54,12.3,.072,0.6
Gerald Wallace,TOT,71,16.2,.111,2.4
Gerald Wallace,CHA,48,15.0,.092,1.1
Gerald Wallace,POR,23,18.9,.153,1.2
Luke Walton,LAL,54,5.1,-0.016,-0.4
Willie Warren,LAC,19,10.8,.065,0.0
Hakim Warrick,PHO,80,16.5,.116,0.3
C.J. Watson,CHI,82,12.8,.093,0.5
Earl Watson,UTA,80,10.2,.030,-0.1
Kyle Weaver,UTA,5,11.3,-0.018,0.0
Martell Webster,MIN,46,12.4,.077,0.2
Sonny Weems,TOR,59,10.2,-0.013,-0.9
David West,NOH,70,20.4,.152,3.0
Delonte West,BOS,24,12.3,.093,0.4
Mario West,NJN,6,9.1,.069,-0.1
Russell Westbrook,OKC,82,23.6,.159,4.4
D.J. White,TOT,47,15.3,.128,0.2
D.J. White,OKC,23,10.1,.056,-0.1
D.J. White,CHA,24,17.7,.161,0.2
Hassan Whiteside,SAC,1,-17.9,.007,0.0
Chris Wilcox,DET,57,18.0,.133,0.2
Damien Wilkins,ATL,52,11.4,.104,0.2
Deron Williams,TOT,65,21.1,.142,3.1
Deron Williams,UTA,53,22.1,.159,2.9
Deron Williams,NJN,12,17.0,.066,0.2
Jason Williams,TOT,27,8.4,.031,0.0
Jason Williams,ORL,16,8.5,.053,0.1
Jason Williams,MEM,11,8.2,.000,0.0
Jawad Williams,CLE,26,4.8,-0.067,-0.5
Lou Williams,PHI,75,18.9,.141,1.9
Marvin Williams,ATL,65,13.5,.102,0.6
Mo Williams,TOT,58,13.9,.026,-0.2
Mo Williams,CLE,36,13.8,-0.005,-0.2
Mo Williams,LAC,22,14.0,.073,0.1
Reggie Williams,GSW,80,14.9,.109,0.7
Shawne Williams,NYK,64,12.2,.089,0.4
Shelden Williams,TOT,59,12.3,.102,-0.2
Shelden Williams,DEN,42,11.3,.078,-0.2
Shelden Williams,NYK,17,15.9,.188,0.0
Terrence Williams,TOT,21,6.9,-0.096,-0.3
Terrence Williams,NJN,10,6.2,-0.102,-0.2
Terrence Williams,HOU,11,8.6,-0.080,-0.1
Metta World Peace,LAL,82,11.2,.088,1.3
Antoine Wright,SAC,7,-4.8,-0.179,-0.1
Brandan Wright,TOT,37,15.9,.099,0.1
Brandan Wright,GSW,21,16.2,.091,0.0
Brandan Wright,NJN,16,15.5,.107,0.0
Dorell Wright,GSW,82,15.0,.088,2.2
Julian Wright,TOR,52,12.1,.038,0.4
Nick Young,WAS,64,14.5,.065,0.4
Sam Young,MEM,78,12.5,.088,0.5
Thaddeus Young,PHI,82,18.4,.139,1.6
