Player,Tm,G,PER,WS/48,VORP
Shelden Williams,NJN,58,11.9,.078,-0.4
Terrence Williams,TOT,30,13.1,.029,0.1
Terrence Williams,HOU,12,6.2,-0.019,-0.1
Terrence Williams,SAC,18,16.5,.052,0.2
Metta World Peace,LAL,64,11.0,.073,0.6
Brandan Wright,DAL,49,21.6,.215,1.1
Chris Wright,GSW,24,18.6,.163,0.1
Dorell Wright,GSW,61,15.0,.099,1.2
Nick Young,TOT,62,12.9,.053,-0.2
Nick Young,WAS,40,14.2,.059,0.1
Nick Young,LAC,22,9.9,.040,-0.3
Sam Young,TOT,35,9.7,.030,0.0
Sam Young,MEM,21,10.6,.042,0.0
Sam Young,PHI,14,8.2,.010,0.0
Thaddeus Young,PHI,63,18.9,.171,1.8
