Player,Tm,G,PER,WS/48,VORP
José Calderón,TOR,68,16.5,.111,1.2
Marcus Camby,TOT,74,17.9,.142,3.1
Marcus Camby,LAC,51,18.3,.137,2.2
Marcus Camby,POR,23,17.0,.152,0.9
Brian Cardinal,MIN,29,6.9,.071,-0.2
Rodney Carney,PHI,68,12.7,.082,0.2
DeMarre Carroll,MEM,71,8.5,.031,-0.4
Matt Carroll,DAL,25,7.1,-0.029,-0.2
Anthony Carter,DEN,54,10.3,.051,0.3
Vince Carter,ORL,75,17.1,.154,2.3
Omri Casspi,SAC,77,13.0,.063,0.4
Mario Chalmers,MIA,73,10.7,.072,0.3
Tyson Chandler,CHA,51,12.5,.120,0.0
Wilson Chandler,NYK,65,13.7,.057,0.0
Earl Clark,PHO,51,8.5,-0.033,-0.3
Jarron Collins,PHO,34,3.7,.010,-0.3
Jason Collins,ATL,24,0.9,-0.044,-0.2
Mardy Collins,LAC,43,5.7,-0.049,-0.4
Darren Collison,NOH,76,16.5,.067,0.6
Nick Collison,OKC,75,13.1,.146,0.3
Mike Conley,MEM,80,13.9,.074,0.9
Will Conroy,HOU,5,-2.4,-0.192,-0.1
Brian Cook,HOU,15,2.4,-0.191,-0.1
Daequan Cook,MIA,45,7.5,.010,-0.2
Jamal Crawford,ATL,79,18.4,.143,2.7
Dante Cunningham,POR,63,14.3,.129,0.0
Eddy Curry,NYK,7,-1.9,-0.258,-0.3
JamesOn Curry,LAC,1,,,0.0
Stephen Curry,GSW,80,16.3,.077,2.0
Samuel Dalembert,PHI,82,16.8,.118,0.6
Erick Dampier,DAL,55,14.0,.140,0.5
Marquis Daniels,BOS,51,9.6,.064,-0.2
Baron Davis,LAC,75,17.4,.086,2.2
Glen Davis,BOS,54,11.5,.084,-0.6
Paul Davis,WAS,2,33.3,.295,0.0
Ricky Davis,LAC,36,8.5,.005,-0.2
Austin Daye,DET,69,12.8,.067,0.1
Carlos Delfino,MIL,75,12.9,.101,2.0
Luol Deng,CHI,70,16.1,.106,2.0
DeMar DeRozan,TOR,77,12.5,.066,-0.3
Boris Diaw,CHA,82,12.8,.103,2.0
Yakhouba Diawara,MIA,6,-3.7,-0.124,-0.1
Travis Diener,TOT,9,7.6,.019,0.0
Travis Diener,IND,4,7.9,-0.005,0.0
Travis Diener,POR,5,7.3,.043,0.0
DeSagana Diop,CHA,27,7.8,.072,0.0
Keyon Dooling,NJN,53,11.6,.035,-0.2
Joey Dorsey,TOT,15,9.8,.062,-0.1
Joey Dorsey,HOU,7,11.5,.088,0.0
Joey Dorsey,SAC,8,7.9,.035,-0.1
Toney Douglas,NYK,56,14.9,.097,0.5
Chris Douglas-Roberts,NJN,67,11.5,.020,-0.5
Goran Dragić,PHO,80,14.8,.094,0.8
Jared Dudley,PHO,82,13.6,.129,2.1
Chris Duhon,NYK,67,10.7,.045,-0.3
Tim Duncan*,SAS,78,24.7,.215,5.0
Mike Dunleavy,IND,67,13.1,.075,0.4
Kevin Durant,OKC,82,26.2,.238,7.5
Wayne Ellington,MIN,76,9.6,.014,-0.5
Monta Ellis,GSW,64,16.7,.023,0.4
Francisco Elson,TOT,12,5.5,.022,-0.1
Francisco Elson,MIL,11,5.4,.044,-0.1
Francisco Elson,PHI,1,6.3,-0.326,0.0
Maurice Evans,ATL,79,12.2,.114,0.4
Reggie Evans,TOR,28,11.4,.033,-0.2
Tyreke Evans,SAC,72,18.2,.097,2.2
Jordan Farmar,LAL,82,12.3,.093,0.6
Raymond Felton,CHA,80,15.2,.118,2.3
Rudy Fernández,POR,62,13.1,.101,1.3
Kyrylo Fesenko,UTA,49,9.7,.070,-0.3
Michael Finley,TOT,46,9.0,.066,0.1
Michael Finley,SAS,25,6.5,.026,-0.1
Michael Finley,BOS,21,12.1,.115,0.2
Derek Fisher,LAL,82,9.3,.085,0.2
Jonny Flynn,MIN,81,13.0,.002,-0.5
T.J. Ford,IND,47,13.4,.058,0.2
Jeff Foster,IND,16,9.6,.085,-0.1
Randy Foye,WAS,70,13.2,.064,0.3
Channing Frye,PHO,81,15.0,.141,2.6
Dan Gadzuric,MIL,32,10.5,.077,-0.2
Sundiata Gaines,UTA,32,17.3,.121,0.2
Danilo Gallinari,NYK,81,14.8,.098,1.7
Francisco García,SAC,25,12.4,.081,0.3
Kevin Garnett*,BOS,69,19.4,.171,2.9
Marc Gasol,MEM,69,19.3,.164,3.0
Pau Gasol,LAL,65,22.9,.220,4.2
Rudy Gay,MEM,80,16.2,.096,2.0
Alonzo Gee,WAS,11,16.2,.108,0.2
Devean George,GSW,45,11.6,.084,0.2
Daniel Gibson,CLE,56,11.3,.117,0.5
Taj Gibson,CHI,82,13.8,.103,0.0
J.R. Giddens,TOT,32,9.2,.021,-0.2
J.R. Giddens,BOS,21,7.3,.015,-0.1
J.R. Giddens,NYK,11,10.5,.026,-0.1
Trey Gilder,MEM,2,30.9,.336,0.0
Manu Ginóbili*,SAS,75,22.5,.216,4.7
Ryan Gomes,MIN,76,12.1,.052,0.1
Drew Gooden,TOT,70,16.9,.121,-0.1
Drew Gooden,DAL,46,16.1,.125,-0.1
Drew Gooden,LAC,24,18.0,.114,0.0
Ben Gordon,DET,62,14.0,.059,0.2
Eric Gordon,LAC,62,14.1,.069,0.6
Marcin Gortat,ORL,81,13.9,.151,0.6
Joey Graham,DEN,63,10.6,.072,-0.2
Stephen Graham,CHA,70,11.2,.094,0.1
Danny Granger,IND,62,19.8,.131,2.9
Aaron Gray,TOT,32,16.6,.142,0.1
Aaron Gray,CHI,8,7.0,-0.013,-0.1
Aaron Gray,NOH,24,18.4,.172,0.1
Danny Green,CLE,20,12.3,.083,0.1
Jeff Green,OKC,82,13.8,.105,1.7
Willie Green,PHI,73,12.8,.067,-0.1
Donté Greene,SAC,76,11.6,.044,0.1
Taylor Griffin,PHO,8,5.2,-0.039,-0.1
Hamed Haddadi,MEM,36,7.2,-0.002,-0.3
Malik Hairston,SAS,47,11.6,.107,0.0
Marcus Haislip,SAS,10,15.4,.065,0.0
Richard Hamilton,DET,46,14.9,.043,0.0
Tyler Hansbrough,IND,29,14.6,.070,-0.2
James Harden,OKC,76,14.0,.124,1.1
Al Harrington,NYK,72,16.8,.077,0.6
Devin Harris,NJN,64,16.2,.057,0.7
Mike Harris,TOT,13,7.2,-0.037,-0.1
Mike Harris,HOU,8,6.4,-0.073,-0.1
Mike Harris,WAS,5,11.9,.179,0.0
Jason Hart,TOT,5,8.7,-0.003,0.0
Jason Hart,MIN,1,9.3,-0.028,0.0
Jason Hart,NOH,4,8.5,.004,0.0
Udonis Haslem,MIA,78,14.6,.132,0.2
Trenton Hassell,NJN,52,6.5,-0.003,-0.9
Spencer Hawes,SAC,72,13.8,.054,0.4
Chuck Hayes,HOU,82,11.7,.098,0.8
Jarvis Hayes,NJN,45,9.7,.038,-0.2
Brendan Haywood,TOT,77,16.1,.137,1.1
Brendan Haywood,WAS,49,16.2,.133,0.7
Brendan Haywood,DAL,28,16.1,.144,0.5
Luther Head,IND,47,11.5,.034,-0.1
Gerald Henderson,CHA,43,9.7,.056,0.0
Roy Hibbert,IND,81,16.2,.098,0.6
J.J. Hickson,CLE,81,15.2,.123,0.3
Nenê,DEN,82,18.9,.188,3.6
George Hill,SAS,78,14.7,.142,1.7
Grant Hill*,PHO,81,14.0,.109,1.6
Jordan Hill,TOT,47,15.0,.105,-0.2
Jordan Hill,NYK,24,14.0,.059,-0.2
Jordan Hill,HOU,23,15.7,.135,-0.1
Kirk Hinrich,CHI,74,11.6,.077,0.9
Jrue Holiday,PHI,73,12.3,.032,0.1
Ryan Hollins,MIN,73,11.0,.048,-0.8
Al Horford,ATL,81,19.4,.183,3.1
Eddie House,TOT,68,10.5,.042,0.0
Eddie House,BOS,50,11.9,.081,0.3
Eddie House,NYK,18,7.3,-0.047,-0.4
Dwight Howard,ORL,82,24.0,.223,4.6
Josh Howard,TOT,35,12.7,.054,-0.3
Josh Howard,DAL,31,12.0,.045,-0.4
Josh Howard,WAS,4,19.2,.139,0.0
Juwan Howard,POR,73,10.0,.077,-0.6
Lester Hudson,TOT,25,13.2,.029,0.0
Lester Hudson,BOS,16,8.7,.003,0.0
Lester Hudson,MEM,9,18.3,.060,0.0
Larry Hughes,TOT,45,12.0,.030,0.0
Larry Hughes,NYK,31,12.3,.023,0.0
Larry Hughes,CHA,14,11.1,.051,0.0
Kris Humphries,TOT,69,15.1,.074,-0.5
Kris Humphries,DAL,25,14.8,.097,-0.1
Kris Humphries,NJN,44,15.1,.066,-0.3
Chris Hunter,GSW,60,12.2,.080,-0.4
Lindsey Hunter,CHI,13,-2.2,-0.117,-0.3
Othello Hunter,ATL,7,7.9,-0.031,-0.1
Steven Hunter,MEM,21,11.6,.018,-0.1
Serge Ibaka,OKC,73,15.2,.134,0.2
Andre Iguodala,PHI,82,17.8,.101,3.5
Zydrunas Ilgauskas,CLE,64,11.9,.088,-0.6
D.J. Mbenga,LAL,49,11.6,.084,-0.2
Ersan İlyasova,MIL,81,15.7,.146,1.1
Allen Iverson*,TOT,28,13.4,.037,-0.2
Allen Iverson*,MEM,3,16.9,.074,0.0
Allen Iverson*,PHI,25,13.1,.034,-0.2
Royal Ivey,TOT,44,11.0,.086,0.1
Royal Ivey,PHI,26,12.6,.117,0.1
Royal Ivey,MIL,18,6.8,.003,0.0
Jarrett Jack,TOR,82,16.3,.102,1.4
Cedric Jackson,TOT,12,5.5,-0.111,-0.1
Cedric Jackson,CLE,5,-6.6,-0.336,0.0
Cedric Jackson,SAS,3,19.2,.124,0.1
Cedric Jackson,WAS,4,-0.2,-0.204,-0.1
Darnell Jackson,TOT,28,-0.1,-0.104,-0.3
Darnell Jackson,CLE,27,0.4,-0.094,-0.2
Darnell Jackson,MIL,1,-6.3,-0.227,-0.1
Stephen Jackson,TOT,81,15.6,.077,1.9
Stephen Jackson,GSW,9,14.5,.008,0.1
Stephen Jackson,CHA,72,15.7,.085,1.8
LeBron James,CLE,76,31.1,.299,10.3
Mike James,WAS,4,5.5,-0.140,0.0
Antawn Jamison,TOT,66,17.3,.115,1.3
Antawn Jamison,WAS,41,17.5,.112,0.9
Antawn Jamison,CLE,25,16.7,.122,0.4
Nathan Jawai,MIN,39,11.0,.031,-0.2
Othyus Jeffers,UTA,14,13.6,.067,0.0
Al Jefferson,MIN,76,19.0,.090,1.5
Richard Jefferson,SAS,81,13.1,.113,1.2
Jared Jeffries,TOT,70,9.8,.058,0.0
Jared Jeffries,NYK,52,9.7,.057,0.2
Jared Jeffries,HOU,18,10.1,.058,-0.1
Brandon Jennings,MIL,82,14.5,.075,1.8
Jonas Jerebko,DET,80,13.9,.095,0.4
Yi Jianlian,NJN,52,12.3,.037,-0.9
Amir Johnson,TOR,82,16.7,.150,0.5
Anthony Johnson,ORL,31,12.4,.116,0.2
James Johnson,CHI,65,10.4,.054,-0.1
Joe Johnson,ATL,76,19.3,.140,3.4
Dahntay Jones,IND,76,10.8,.045,-0.8
Dwayne Jones,PHO,2,1.4,.045,0.0
James Jones,MIA,36,8.8,.099,0.1
Solomon Jones,IND,52,9.9,.058,-0.4
DeAndre Jordan,LAC,70,12.7,.061,-0.5
Chris Kaman,LAC,76,16.5,.044,-0.3
Jason Kapono,PHI,57,8.4,.023,-0.5
Coby Karl,TOT,7,5.1,-0.076,-0.1
Coby Karl,CLE,3,-38.1,-1.112,-0.1
Coby Karl,GSW,4,7.1,-0.028,-0.1
Jason Kidd*,DAL,80,17.2,.148,4.5
Andrei Kirilenko,UTA,58,18.2,.171,3.0
Kyle Korver,UTA,52,13.9,.130,0.8
Kosta Koufos,UTA,36,7.7,.014,-0.2
Nenad Krstić,OKC,76,13.7,.116,0.1
Oliver Lafayette,BOS,1,12.8,.098,0.0
Carl Landry,TOT,80,19.0,.150,1.7
Carl Landry,HOU,52,21.1,.184,1.4
Carl Landry,SAC,28,16.0,.105,0.3
Marcus Landry,TOT,18,7.2,-0.034,-0.1
Marcus Landry,NYK,17,8.1,-0.015,-0.1
Marcus Landry,BOS,1,-26.8,-0.738,0.0
Acie Law,TOT,26,16.0,.115,0.1
Acie Law,GSW,5,21.3,.236,0.1
Acie Law,CHA,9,7.5,-0.066,-0.1
Acie Law,CHI,12,15.4,.101,0.0
Ty Lawson,DEN,65,16.4,.135,1.0
Courtney Lee,NJN,71,12.8,.063,0.4
David Lee,NYK,81,22.2,.163,3.5
Rashard Lewis,ORL,72,14.0,.132,2.3
Shaun Livingston,TOT,36,12.8,.070,0.1
Shaun Livingston,OKC,10,4.7,-0.004,0.0
Shaun Livingston,WAS,26,14.4,.085,0.1
Brook Lopez,NJN,82,20.1,.125,2.5
Robin Lopez,PHO,51,17.6,.158,0.4
Kevin Love,MIN,60,20.7,.138,1.5
Kyle Lowry,HOU,68,15.5,.126,1.2
Corey Maggette,GSW,70,20.3,.144,1.2
Jamaal Magloire,MIA,36,9.4,.078,-0.3
Ian Mahinmi,SAS,26,21.6,.206,0.1
Shawn Marion,DAL,75,14.7,.100,0.9
Sean Marks,NOH,14,9.0,.104,-0.1
Cartier Martin,TOT,18,9.0,.011,-0.2
Cartier Martin,GSW,10,7.3,-0.010,-0.2
Cartier Martin,WAS,8,13.2,.061,0.0
Kenyon Martin,DEN,58,13.4,.079,0.6
Kevin Martin,TOT,46,17.0,.123,0.6
Kevin Martin,SAC,22,17.0,.116,0.5
Kevin Martin,HOU,24,17.1,.129,0.1
Desmond Mason,SAC,5,6.2,-0.007,-0.1
Roger Mason,SAS,79,9.7,.062,0.3
Wesley Matthews,UTA,82,12.3,.108,0.8
Jason Maxiell,DET,76,14.0,.081,-0.3
Sean May,SAC,37,11.7,.044,-0.1
Eric Maynor,TOT,81,11.8,.071,0.1
Eric Maynor,UTA,26,12.3,.051,0.0
Eric Maynor,OKC,55,11.6,.079,0.0
O.J. Mayo,MEM,82,14.6,.087,1.6
Luc Mbah a Moute,MIL,73,11.8,.122,0.8
Antonio McDyess,SAS,77,12.2,.094,0.4
JaVale McGee,WAS,60,17.0,.105,0.3
Tracy McGrady*,TOT,30,12.2,.018,0.0
Tracy McGrady*,HOU,6,12.4,.047,0.0
Tracy McGrady*,NYK,24,12.2,.016,-0.1
Dominic McGuire,TOT,51,3.8,-0.038,-0.3
Dominic McGuire,WAS,41,4.2,-0.015,-0.2
Dominic McGuire,SAC,10,2.4,-0.122,-0.1
Josh McRoberts,IND,42,14.8,.134,0.2
Jodie Meeks,TOT,60,10.8,.060,0.0
Jodie Meeks,MIL,41,8.4,.029,-0.1
Jodie Meeks,PHI,19,15.8,.124,0.1
Pops Mensah-Bonsu,TOT,20,11.4,.006,-0.1
Pops Mensah-Bonsu,HOU,4,15.2,.108,0.0
Pops Mensah-Bonsu,TOR,16,11.0,-0.006,-0.1
C.J. Miles,UTA,63,10.8,.061,0.0
Darko Miličić,TOT,32,12.8,.050,0.1
Darko Miličić,NYK,8,12.1,.073,0.0
Darko Miličić,MIN,24,12.9,.048,0.0
Andre Miller,POR,82,18.1,.134,2.4
Brad Miller,CHI,82,12.9,.098,0.6
Mike Miller,WAS,54,13.9,.104,1.5
Patty Mills,POR,10,11.9,-0.036,-0.1
Paul Millsap,UTA,82,16.7,.151,1.4
Nazr Mohammed,CHA,58,19.6,.174,0.6
Jamario Moon,CLE,61,12.6,.131,0.9
Mikki Moore,GSW,23,11.2,.071,0.0
Randolph Morris,ATL,28,14.6,.108,-0.1
Adam Morrison,LAL,31,7.4,.009,-0.2
Anthony Morrow,GSW,69,14.0,.084,0.8
Byron Mullens,OKC,13,0.7,-0.077,-0.1
Troy Murphy,IND,72,18.0,.159,2.9
Ronald Murray,TOT,75,11.7,.051,-0.1
Ronald Murray,CHA,46,11.4,.041,0.0
Ronald Murray,CHI,29,12.1,.065,-0.1
Eduardo Nájera,TOT,46,8.4,.058,-0.2
Eduardo Nájera,NJN,13,7.0,-0.017,-0.2
Eduardo Nájera,DAL,33,9.1,.089,0.0
Steve Nash*,PHO,81,21.6,.178,4.2
Jameer Nelson,ORL,65,15.5,.130,1.3
Rasho Nesterović,TOR,42,16.0,.089,0.1
Joakim Noah,CHI,64,17.9,.154,1.7
Andrés Nocioni,SAC,75,11.1,.044,-0.1
Steve Novak,LAC,54,8.3,.043,-0.2
Dirk Nowitzki,DAL,81,22.9,.194,4.7
Patrick O'Bryant,TOR,11,9.9,-0.009,-0.1
Jermaine O'Neal,MIA,70,17.9,.135,1.0
Shaquille O'Neal*,CLE,53,17.9,.119,0.6
Fabricio Oberto,WAS,57,5.7,.047,-0.4
Greg Oden,POR,21,23.1,.214,0.7
Lamar Odom,LAL,82,15.9,.143,2.9
Emeka Okafor,NOH,82,16.5,.111,0.4
Mehmet Okur,UTA,73,15.6,.126,1.4
Kevin Ollie,OKC,25,7.0,.059,0.0
Travis Outlaw,TOT,34,13.3,.062,0.2
Travis Outlaw,POR,11,14.8,.071,0.1
Travis Outlaw,LAC,23,12.6,.058,0.1
Zaza Pachulia,ATL,78,13.1,.121,-0.1
Jannero Pargo,CHI,63,8.9,-0.015,-0.6
Anthony Parker,CLE,81,9.9,.103,1.0
Tony Parker,SAS,56,16.4,.101,0.6
Chris Paul,NOH,45,23.7,.204,3.5
Sasha Pavlović,MIN,71,5.4,-0.063,-0.9
Oleksiy Pecherov,MIN,44,12.0,.010,-0.3
Kendrick Perkins,BOS,78,15.0,.117,0.7
Morris Peterson,NOH,46,9.3,.039,-0.3
Johan Petro,DEN,36,10.7,.089,-0.2
Paul Pierce*,BOS,71,18.2,.165,3.0
Mickaël Piétrus,ORL,75,11.9,.103,1.2
James Posey,NOH,77,8.7,.067,0.1
Leon Powe,CLE,20,10.2,.097,-0.2
Josh Powell,LAL,63,6.7,.001,-0.6
A.J. Price,IND,56,14.0,.065,0.3
Ronnie Price,UTA,60,10.3,.056,0.1
Tayshaun Prince,DET,49,16.0,.091,1.2
Joel Przybilla,POR,30,11.2,.101,0.1
Chris Quinn,NJN,25,9.3,.025,0.0
Vladimir Radmanović,TOT,41,7.9,-0.002,-0.4
Vladimir Radmanović,CHA,8,8.0,.055,0.0
Vladimir Radmanović,GSW,33,7.9,-0.012,-0.4
Anthony Randolph,GSW,33,18.7,.098,0.3
Shavlik Randolph,TOT,6,6.2,-0.013,-0.1
Shavlik Randolph,MIA,3,4.9,-0.015,-0.1
Shavlik Randolph,POR,3,16.5,.005,0.0
Zach Randolph,MEM,81,21.2,.153,2.5
Theo Ratliff,TOT,49,10.3,.084,0.0
Theo Ratliff,SAS,21,7.8,.019,-0.1
Theo Ratliff,CHA,28,11.0,.104,0.1
Michael Redd,MIL,18,12.1,.059,0.2
J.J. Redick,ORL,82,15.0,.173,1.8
Chris Richard,CHI,18,6.5,.067,-0.2
Jason Richardson,PHO,79,16.6,.128,2.3
Quentin Richardson,MIA,76,12.9,.133,1.7
Luke Ridnour,MIL,82,17.7,.168,1.8
Nate Robinson,TOT,56,16.3,.095,0.7
Nate Robinson,NYK,30,17.6,.091,0.5
Nate Robinson,BOS,26,13.9,.103,0.2
Sergio Rodríguez,TOT,66,14.8,.053,0.2
Sergio Rodríguez,SAC,39,16.9,.074,0.3
Sergio Rodríguez,NYK,27,12.8,.033,-0.1
Rajon Rondo,BOS,81,19.1,.156,4.2
Derrick Rose,CHI,78,18.6,.100,2.7
Quinton Ross,TOT,52,3.0,-0.008,-0.6
Quinton Ross,DAL,27,5.4,.043,-0.2
Quinton Ross,WAS,25,0.3,-0.067,-0.5
Brandon Roy,POR,65,21.3,.180,4.1
Brandon Rush,IND,82,9.6,.047,0.4
Kareem Rush,LAC,7,4.8,-0.019,0.0
John Salmons,TOT,81,14.7,.121,2.5
John Salmons,CHI,51,12.7,.092,1.1
John Salmons,MIL,30,17.6,.165,1.4
Brian Scalabrine,BOS,52,3.6,.019,-0.3
Luis Scola,HOU,82,17.2,.114,1.1
Thabo Sefolosha,OKC,82,9.8,.082,1.3
Ramon Sessions,MIN,82,12.9,.031,-0.4
Bobby Simmons,NJN,23,8.0,.014,-0.2
James Singleton,TOT,57,11.4,.056,-0.3
James Singleton,DAL,25,10.2,.048,-0.1
James Singleton,WAS,32,11.8,.059,-0.2
Brian Skinner,LAC,16,5.5,-0.006,-0.2
Craig Smith,LAC,75,16.9,.117,0.4
J.R. Smith,DEN,75,15.0,.062,1.1
Jason Smith,PHI,56,10.6,.048,-0.4
Joe Smith,ATL,64,11.2,.077,-0.5
Josh Smith,ATL,81,21.0,.155,5.1
Darius Songaila,NOH,75,11.6,.044,-0.6
Marreese Speights,PHI,62,17.6,.101,-0.2
Jerry Stackhouse,MIL,42,11.1,.048,0.1
DeShawn Stevenson,TOT,64,3.3,-0.022,-0.8
DeShawn Stevenson,WAS,40,3.3,-0.025,-0.5
DeShawn Stevenson,DAL,24,3.2,-0.015,-0.3
Peja Stojaković,NOH,62,12.4,.067,0.5
Amar'e Stoudemire,PHO,82,22.6,.181,2.2
Rodney Stuckey,DET,73,15.6,.052,1.0
DaJuan Summers,DET,44,7.5,.002,-0.3
Jermaine Taylor,HOU,31,11.4,.015,-0.2
Jeff Teague,ATL,71,11.0,.042,-0.3
Sebastian Telfair,TOT,43,10.3,.020,-0.4
Sebastian Telfair,LAC,39,9.8,.015,-0.3
Sebastian Telfair,CLE,4,14.0,.065,-0.1
Garrett Temple,TOT,27,10.5,.057,-0.1
Garrett Temple,HOU,9,8.6,.004,-0.1
Garrett Temple,SAC,5,15.4,.078,0.0
Garrett Temple,SAS,13,11.1,.086,0.0
Jason Terry,DAL,77,16.5,.123,2.2
Hasheem Thabeet,MEM,68,12.9,.109,0.2
Etan Thomas,OKC,23,6.9,.028,-0.2
Kenny Thomas,SAC,26,9.0,.059,-0.1
Kurt Thomas,MIL,70,9.9,.095,-0.1
Tim Thomas,DAL,18,15.1,.120,0.1
Tyrus Thomas,TOT,54,16.8,.103,0.9
Tyrus Thomas,CHI,29,16.5,.101,0.7
Tyrus Thomas,CHA,25,17.1,.106,0.2
Jason Thompson,SAC,75,14.5,.081,-0.2
Al Thornton,TOT,75,11.8,.050,-0.6
Al Thornton,LAC,51,11.6,.050,-0.6
Al Thornton,WAS,24,12.1,.051,0.0
Marcus Thornton,NOH,73,17.4,.103,1.4
Jamaal Tinsley,MEM,38,7.8,-0.027,-0.3
Anthony Tolliver,TOT,46,13.6,.084,0.1
Anthony Tolliver,POR,2,-11.5,-0.217,0.0
Anthony Tolliver,GSW,44,13.7,.085,0.2
Alando Tucker,TOT,15,13.4,.061,0.0
Alando Tucker,PHO,11,15.7,.099,0.0
Alando Tucker,MIN,4,6.9,-0.047,0.0
Ronny Turiaf,GSW,42,12.6,.078,0.5
Hedo Türkoğlu,TOR,74,13.3,.071,1.4
Ime Udoka,SAC,69,9.6,.041,0.0
Beno Udrih,SAC,79,15.7,.107,1.5
Roko Ukić,MIL,13,12.2,.101,0.0
Anderson Varejão,CLE,76,15.8,.179,1.8
Charlie Villanueva,DET,78,16.0,.092,0.9
Sasha Vujačić,LAL,67,11.4,.120,0.2
