Player,Tm,G,PER,WS/48,VORP
Jake Voskuhl,TOR,38,0.4,-0.064,-0.5
Sasha Vujačić,LAL,80,12.6,.138,0.9
Dwyane Wade,MIA,79,30.4,.232,9.6
Von Wafer,HOU,63,14.7,.103,0.7
Henry Walker,BOS,29,10.9,.117,-0.1
Ben Wallace*,CLE,56,12.2,.138,1.2
Gerald Wallace,CHA,71,18.6,.172,3.7
Rasheed Wallace,DET,66,14.9,.114,2.1
Luke Walton,LAL,65,11.3,.083,0.3
Hakim Warrick,MEM,82,16.9,.111,0.7
C.J. Watson,GSW,77,14.2,.084,0.7
Earl Watson,OKC,68,9.5,-0.005,-1.2
Kyle Weaver,OKC,56,10.2,.049,0.2
Martell Webster,POR,1,-8.4,-0.204,0.0
Sonny Weems,DEN,12,-3.9,-0.255,-0.2
David West,NOH,76,18.9,.125,2.0
Delonte West,CLE,64,14.1,.142,2.0
Mario West,ATL,53,10.0,.080,0.1
Russell Westbrook,OKC,82,15.2,.035,0.7
D.J. White,OKC,7,19.8,.157,0.1
James White,HOU,4,14.6,-0.066,0.0
Chris Wilcox,TOT,62,13.3,.048,-0.5
Chris Wilcox,OKC,37,13.4,.039,-0.4
Chris Wilcox,NYK,25,13.2,.070,-0.1
Damien Wilkins,OKC,41,8.3,.002,-0.4
Deron Williams,UTA,68,21.1,.160,3.8
Jawad Williams,CLE,10,14.1,.045,0.0
Lou Williams,PHI,81,16.3,.085,1.3
Marcus Williams,GSW,9,3.7,-0.127,-0.1
Marcus Williams,SAS,2,53.0,.517,0.0
Marvin Williams,ATL,61,16.0,.140,1.5
Mo Williams,CLE,81,17.2,.165,3.1
Sean Williams,NJN,33,8.8,.036,-0.3
Shawne Williams,DAL,15,7.5,-0.012,-0.2
Shelden Williams,TOT,45,13.7,.048,-0.2
Shelden Williams,SAC,30,12.2,.014,-0.2
Shelden Williams,MIN,15,16.0,.098,0.0
Metta World Peace,HOU,69,15.6,.108,2.4
Antoine Wright,DAL,65,8.6,.044,-0.6
Brandan Wright,GSW,39,18.7,.131,0.4
Dorell Wright,MIA,6,3.7,-0.086,-0.1
Julian Wright,NOH,54,12.6,.048,0.2
Lorenzen Wright,CLE,17,4.0,-0.022,-0.1
Nick Young,WAS,82,13.1,.030,-0.6
Thaddeus Young,PHI,75,15.3,.102,1.2
Sun Yue,LAL,10,-8.6,-0.226,-0.1
