Player,Tm,G,PER,WS/48,VORP
Charlie Bell,MIL,70,9.8,.059,0.2
Raja Bell,TOT,67,10.7,.074,0.4
Raja Bell,PHO,22,8.5,.054,0.0
Raja Bell,CHA,45,11.7,.083,0.4
Mike Bibby,ATL,79,16.3,.121,2.8
Andris Biedriņš,GSW,62,19.1,.139,1.5
Chauncey Billups,TOT,79,18.8,.174,3.8
Chauncey Billups,DET,2,17.5,.124,0.1
Chauncey Billups,DEN,77,18.8,.176,3.7
Steve Blake,POR,69,14.4,.128,1.9
Andray Blatche,WAS,71,15.0,.039,0.0
Mark Blount,MIA,20,8.7,-0.024,-0.2
Keith Bogans,TOT,65,9.7,.096,0.5
Keith Bogans,ORL,36,8.0,.093,0.3
Keith Bogans,MIL,29,12.5,.101,0.2
Andrew Bogut,MIL,36,16.2,.112,1.0
Matt Bonner,SAS,81,15.0,.169,2.0
Josh Boone,NJN,62,13.3,.089,0.1
Calvin Booth,TOT,8,11.4,.106,0.0
Calvin Booth,MIN,1,39.8,.475,0.0
Calvin Booth,SAC,7,10.9,.099,0.0
Carlos Boozer,UTA,37,17.2,.105,0.4
Chris Bosh*,TOR,77,22.1,.159,3.5
Bruce Bowen,SAS,80,5.4,.070,-0.1
Ryan Bowen,NOH,21,10.8,.125,0.1
Elton Brand,PHI,29,14.6,.047,0.0
Corey Brewer,MIN,15,11.2,.052,0.0
Ronnie Brewer,UTA,81,16.1,.126,2.3
Aaron Brooks,HOU,80,12.9,.086,0.6
Andre Brown,CHA,4,-1.5,-0.122,-0.1
Bobby Brown,TOT,68,8.9,-0.029,-0.7
Bobby Brown,SAC,47,7.7,-0.047,-0.7
Bobby Brown,MIN,21,11.9,.017,0.0
Dee Brown,TOT,19,6.6,-0.018,-0.2
Dee Brown,WAS,17,7.8,-0.006,-0.1
Dee Brown,PHO,2,-2.9,-0.116,-0.1
Devin Brown,NOH,63,9.7,.007,-0.5
Kwame Brown,DET,58,11.5,.093,-0.1
Shannon Brown,TOT,48,12.9,.067,0.2
Shannon Brown,CHA,30,12.1,.041,0.1
Shannon Brown,LAL,18,15.0,.131,0.1
Kobe Bryant*,LAL,82,24.4,.206,5.9
Greg Buckner,MEM,63,6.3,.019,-0.4
Caron Butler,WAS,67,18.8,.083,1.9
Rasual Butler,NOH,82,11.8,.084,1.0
Andrew Bynum,LAL,50,20.0,.184,1.1
Will Bynum,DET,57,17.4,.078,0.4
José Calderón,TOR,68,18.8,.154,2.8
Marcus Camby,LAC,62,18.7,.129,2.0
Brian Cardinal,MIN,64,8.1,.045,-0.1
Rodney Carney,MIN,67,12.1,.059,0.3
Matt Carroll,TOT,55,5.5,-0.008,-0.4
Matt Carroll,CHA,34,7.0,.015,-0.2
Matt Carroll,DAL,21,0.5,-0.084,-0.3
Anthony Carter,DEN,78,10.8,.047,0.3
Vince Carter,NJN,80,19.3,.123,3.3
Mario Chalmers,MIA,82,13.3,.095,1.0
Tyson Chandler,NOH,45,13.4,.114,-0.2
Wilson Chandler,NYK,82,12.9,.054,0.7
Speedy Claxton,ATL,2,5.7,-0.083,0.0
Jarron Collins,UTA,26,5.8,.047,-0.2
Jason Collins,MIN,31,3.3,-0.018,-0.6
Mardy Collins,TOT,48,9.5,-0.003,-0.3
Mardy Collins,NYK,9,5.0,-0.077,-0.1
Mardy Collins,LAC,39,9.9,.004,-0.2
Nick Collison,OKC,71,14.8,.130,0.4
Mike Conley,MEM,82,14.3,.086,1.1
Brian Cook,TOT,30,7.6,-0.001,-0.2
Brian Cook,ORL,21,7.6,.019,-0.1
Brian Cook,HOU,9,7.4,-0.120,0.0
Daequan Cook,MIA,75,10.3,.056,0.0
Jamal Crawford,TOT,65,15.1,.065,0.5
Jamal Crawford,NYK,11,15.7,.083,0.2
Jamal Crawford,GSW,54,15.0,.061,0.2
Joe Crawford,NYK,2,10.8,.037,0.0
Javaris Crittenton,TOT,63,10.4,.000,-0.7
Javaris Crittenton,MEM,7,13.2,.025,0.0
Javaris Crittenton,WAS,56,10.3,.000,-0.6
Austin Croshere,TOT,14,14.2,.052,0.0
Austin Croshere,MIL,11,17.2,.117,0.1
Austin Croshere,SAS,3,4.3,-0.166,0.0
Eddy Curry,NYK,3,2.8,-0.064,0.0
Samuel Dalembert,PHI,82,13.2,.095,0.0
Erick Dampier,DAL,80,15.7,.161,1.2
Antonio Daniels,TOT,74,12.1,.068,-0.2
Antonio Daniels,WAS,13,10.8,.053,-0.1
Antonio Daniels,NOH,61,12.6,.074,-0.1
Marquis Daniels,IND,54,12.8,.037,0.0
Jermareo Davidson,GSW,14,12.3,.036,-0.1
Baron Davis,LAC,65,14.5,.013,0.7
Glen Davis,BOS,76,10.7,.108,0.0
Paul Davis,LAC,27,10.7,.037,-0.2
Ricky Davis,LAC,36,7.1,-0.027,-0.9
Luol Deng,CHI,49,14.7,.085,0.7
Boris Diaw,TOT,81,14.4,.082,2.2
Boris Diaw,PHO,22,12.5,.062,0.3
Boris Diaw,CHA,59,14.9,.086,1.9
Yakhouba Diawara,MIA,63,6.4,.029,-0.5
Travis Diener,IND,55,13.7,.125,0.5
Ike Diogu,TOT,29,20.3,.158,0.1
Ike Diogu,POR,19,11.4,.057,-0.1
Ike Diogu,SAC,10,24.9,.210,0.1
DeSagana Diop,TOT,75,9.7,.065,-0.2
DeSagana Diop,DAL,34,8.9,.070,-0.1
DeSagana Diop,CHA,41,10.3,.060,-0.2
Juan Dixon,WAS,50,9.3,-0.031,-0.5
Keyon Dooling,NJN,77,13.6,.085,0.7
Joey Dorsey,HOU,3,16.1,.156,0.0
Quincy Douby,TOT,27,10.2,.008,-0.1
Quincy Douby,SAC,20,8.0,-0.024,-0.1
Quincy Douby,TOR,7,17.0,.106,0.0
Chris Douglas-Roberts,NJN,44,12.2,.046,-0.1
Goran Dragić,PHO,55,9.8,.005,-0.4
Jared Dudley,TOT,68,13.5,.114,0.7
Jared Dudley,CHA,20,10.6,.094,0.2
Jared Dudley,PHO,48,15.2,.126,0.5
Chris Duhon,NYK,79,12.2,.069,0.3
Tim Duncan*,SAS,75,24.4,.191,4.7
Mike Dunleavy,IND,18,14.4,.048,0.1
Kevin Durant,OKC,74,20.8,.132,3.8
Monta Ellis,GSW,25,14.5,.012,-0.3
Francisco Elson,MIL,59,10.3,.089,-0.1
Melvin Ely,NOH,31,6.0,-0.008,-0.5
Maurice Evans,ATL,80,11.1,.099,0.6
Reggie Evans,PHI,79,10.4,.079,-0.6
Jordan Farmar,LAL,65,9.9,.034,-0.2
Desmon Farmer,SAS,3,0.4,-0.071,-0.1
Raymond Felton,CHA,82,13.7,.066,1.4
Rudy Fernández,POR,78,15.5,.147,2.5
Kyrylo Fesenko,UTA,21,13.0,.095,-0.1
Michael Finley,SAS,81,11.4,.091,1.0
Derek Fisher,LAL,82,12.1,.123,1.3
T.J. Ford,IND,74,16.6,.092,1.3
Jeff Foster,IND,74,13.0,.111,0.7
Randy Foye,MIN,70,13.7,.059,0.8
Adonal Foyle,TOT,10,19.7,.212,0.1
Adonal Foyle,ORL,9,21.0,.223,0.1
Adonal Foyle,MEM,1,-6.3,-0.003,0.0
Channing Frye,POR,63,10.0,.054,-0.4
Dan Gadzuric,MIL,67,12.2,.094,-0.1
Danilo Gallinari,NYK,28,13.4,.119,0.3
Francisco García,SAC,65,14.1,.058,0.8
Thomas Gardner,ATL,16,1.5,-0.120,-0.2
Kevin Garnett*,BOS,57,21.2,.193,3.5
Marc Gasol,MEM,82,16.7,.121,1.2
Pau Gasol,LAL,81,22.2,.223,5.0
Rudy Gay,MEM,79,15.3,.054,0.7
Devean George,DAL,43,7.0,.042,-0.1
Daniel Gibson,CLE,75,10.1,.101,0.4
J.R. Giddens,BOS,6,26.0,.201,0.0
Eddie Gill,MIL,6,15.5,.155,0.0
Manu Ginóbili*,SAS,44,22.9,.203,2.4
Ryan Gomes,MIN,82,12.5,.046,0.2
Drew Gooden,TOT,51,16.3,.102,0.1
Drew Gooden,CHI,31,15.3,.090,0.0
Drew Gooden,SAC,1,18.7,.082,0.0
Drew Gooden,SAS,19,18.8,.139,0.0
Ben Gordon,CHI,82,17.0,.110,2.3
Eric Gordon,LAC,78,14.9,.082,1.0
Marcin Gortat,ORL,63,17.0,.202,0.6
Joey Graham,TOR,78,11.9,.068,-0.6
Stephen Graham,IND,52,8.5,.001,-0.7
Danny Granger,IND,67,21.8,.158,4.2
Aaron Gray,CHI,56,11.5,.086,-0.2
Gerald Green,DAL,38,11.4,-0.002,-0.3
Jeff Green,OKC,78,13.9,.070,0.6
Willie Green,PHI,81,11.1,.060,0.0
Donté Greene,SAC,55,5.2,-0.074,-0.9
Hamed Haddadi,MEM,19,19.7,.142,0.1
Malik Hairston,SAS,15,12.0,.045,0.0
Richard Hamilton,DET,67,16.9,.095,1.2
Matt Harpring,UTA,63,12.3,.086,-0.2
Al Harrington,TOT,73,15.9,.073,1.2
Al Harrington,GSW,5,8.8,-0.030,0.0
Al Harrington,NYK,68,16.4,.080,1.2
Devin Harris,NJN,69,21.6,.145,3.0
Jason Hart,TOT,39,6.5,-0.048,-0.3
Jason Hart,LAC,28,6.1,-0.058,-0.3
Jason Hart,DEN,11,9.8,.043,0.0
Udonis Haslem,MIA,75,13.1,.106,-0.2
Trenton Hassell,NJN,53,7.2,.029,-0.4
Spencer Hawes,SAC,77,13.0,.016,-0.6
Chuck Hayes,HOU,71,7.8,.092,0.1
Jarvis Hayes,NJN,74,10.8,.055,-0.1
Brendan Haywood,WAS,6,14.9,.041,0.0
Luther Head,TOT,32,9.9,.058,0.0
Luther Head,HOU,22,9.8,.058,0.0
Luther Head,MIA,10,10.2,.059,0.0
Walter Herrmann,DET,59,11.4,.074,0.1
Roy Hibbert,IND,70,16.1,.102,-0.3
J.J. Hickson,CLE,62,12.5,.101,-0.2
Nenê,DEN,77,18.8,.177,2.6
George Hill,SAS,77,11.6,.080,0.1
Grant Hill*,PHO,82,15.2,.104,1.7
Steven Hill,OKC,1,88.3,.873,0.0
Kirk Hinrich,CHI,51,13.9,.092,1.0
Ryan Hollins,TOT,45,12.9,.110,-0.1
Ryan Hollins,CHA,18,15.3,.158,0.0
Ryan Hollins,DAL,27,11.3,.076,-0.1
Al Horford,ATL,67,17.0,.145,2.1
Eddie House,BOS,81,15.4,.158,2.0
Dwight Howard,ORL,79,25.4,.234,4.7
Josh Howard,DAL,52,17.0,.091,0.8
Juwan Howard,TOT,42,10.9,.067,-0.2
Juwan Howard,DEN,3,9.6,.141,0.0
Juwan Howard,CHA,39,10.9,.064,-0.2
Larry Hughes,TOT,55,13.4,.070,0.6
Larry Hughes,CHI,30,14.4,.088,0.5
Larry Hughes,NYK,25,12.3,.049,0.1
Kris Humphries,TOR,29,16.3,.125,0.0
Lindsey Hunter,CHI,28,7.9,-0.003,0.0
Othello Hunter,ATL,16,12.1,.092,0.0
Andre Iguodala,PHI,82,18.4,.134,4.3
Zydrunas Ilgauskas,CLE,65,18.0,.151,0.8
D.J. Mbenga,LAL,23,13.9,.091,0.1
Allen Iverson*,TOT,57,15.8,.066,1.1
Allen Iverson*,DEN,3,15.2,.087,0.1
Allen Iverson*,DET,54,15.9,.065,1.1
Royal Ivey,PHI,71,7.6,.052,0.0
Jarrett Jack,IND,82,13.1,.073,0.4
Bobby Jackson,SAC,71,12.4,.038,0.1
Darnell Jackson,CLE,51,7.2,.094,-0.4
Stephen Jackson,GSW,59,16.1,.045,1.0
Jerome James,NYK,2,12.5,-0.162,0.0
LeBron James,CLE,81,31.7,.318,11.8
Mike James,TOT,61,9.7,-0.004,-0.8
Mike James,NOH,8,5.8,-0.031,-0.1
Mike James,WAS,53,9.9,-0.003,-0.7
Antawn Jamison,WAS,81,20.6,.126,2.8
Marko Jarić,MEM,53,7.3,-0.030,-0.4
Nathan Jawai,TOR,6,-7.6,-0.233,-0.1
Al Jefferson,MIN,50,23.1,.128,2.1
Dontell Jefferson,CHA,6,12.7,.089,0.0
Richard Jefferson,MIL,82,15.4,.109,1.6
Jared Jeffries,NYK,56,9.4,.045,-0.2
Yi Jianlian,NJN,61,10.9,.024,-0.7
Amir Johnson,DET,62,13.5,.142,0.1
Anthony Johnson,ORL,80,10.3,.091,0.4
Joe Johnson,ATL,79,18.2,.116,3.1
Linton Johnson,TOT,10,3.4,-0.004,-0.1
Linton Johnson,CHA,2,-1.5,.010,0.0
Linton Johnson,CHI,8,5.0,-0.008,-0.1
Trey Johnson,CLE,4,-9.3,-0.205,-0.1
Dahntay Jones,DEN,79,9.0,.067,-0.3
Damon Jones,MIL,18,6.2,-0.007,-0.1
Dwayne Jones,CHA,6,8.0,.051,0.0
Fred Jones,LAC,52,10.4,.052,-0.3
James Jones,MIA,40,8.4,.065,-0.1
Solomon Jones,ATL,63,12.0,.138,-0.1
DeAndre Jordan,LAC,53,14.1,.079,-0.3
Chris Kaman,LAC,31,14.4,.030,-0.3
Jason Kapono,TOR,80,8.9,.021,-0.6
Jason Kidd*,DAL,81,16.9,.141,4.0
Tarence Kinsey,CLE,50,11.0,.105,-0.1
Andrei Kirilenko,UTA,67,16.8,.122,2.2
Linas Kleiza,DEN,82,13.2,.095,0.2
Brevin Knight,UTA,74,9.5,.035,0.0
Kyle Korver,UTA,78,12.1,.095,1.0
Kosta Koufos,UTA,48,15.2,.112,0.1
Nenad Krstić,OKC,46,13.6,.070,-0.2
Rob Kurz,GSW,40,11.8,.074,-0.1
Carl Landry,HOU,69,17.7,.193,1.0
Acie Law,ATL,55,10.6,.062,-0.1
Courtney Lee,ORL,77,10.7,.108,0.9
David Lee,NYK,81,19.0,.154,2.0
Rashard Lewis,ORL,79,16.8,.160,4.1
Shaun Livingston,TOT,12,12.1,.074,0.0
Shaun Livingston,MIA,4,5.4,-0.021,-0.1
Shaun Livingston,OKC,8,13.5,.095,0.0
Brook Lopez,NJN,82,17.9,.112,0.9
Robin Lopez,PHO,60,11.6,.083,-0.2
Kevin Love,MIN,81,18.3,.124,0.4
Kyle Lowry,TOT,77,14.4,.103,0.9
Kyle Lowry,MEM,49,14.1,.081,0.3
Kyle Lowry,HOU,28,15.0,.143,0.6
Tyronn Lue,TOT,44,10.3,.078,0.1
Tyronn Lue,MIL,30,10.6,.073,0.1
Tyronn Lue,ORL,14,9.4,.093,0.0
Mark Madsen,MIN,19,-0.1,-0.061,-0.2
Corey Maggette,GSW,51,16.9,.100,0.0
Jamaal Magloire,MIA,55,10.6,.089,-0.4
Stephon Marbury,BOS,23,4.4,-0.038,-0.4
Shawn Marion,TOT,69,16.0,.101,1.4
Shawn Marion,MIA,42,15.7,.113,0.9
Shawn Marion,TOR,27,16.4,.082,0.5
Sean Marks,NOH,60,8.8,.067,-0.6
Donyell Marshall,PHI,25,18.9,.201,0.4
Cartier Martin,CHA,33,9.2,.070,-0.1
Kenyon Martin,DEN,66,13.6,.090,1.2
Kevin Martin,SAC,51,19.2,.117,1.3
Desmond Mason,OKC,39,7.1,-0.012,-0.8
Roger Mason,SAS,82,11.9,.091,0.7
Jason Maxiell,DET,78,15.8,.141,0.5
Sean May,CHA,24,6.2,-0.045,-0.4
O.J. Mayo,MEM,82,14.2,.052,0.6
Luc Mbah a Moute,MIL,82,12.3,.092,0.6
Rashad McCants,TOT,58,13.0,.025,0.1
Rashad McCants,MIN,34,9.9,-0.024,-0.3
Rashad McCants,SAC,24,17.2,.092,0.3
Antonio McDyess,DET,62,16.6,.144,1.2
JaVale McGee,WAS,75,17.0,.084,-0.3
Tracy McGrady*,HOU,35,16.3,.108,1.3
Dominic McGuire,WAS,79,10.8,.040,0.5
Josh McRoberts,IND,33,12.5,.073,0.0
Pops Mensah-Bonsu,TOT,22,14.5,.058,-0.3
Pops Mensah-Bonsu,SAS,3,35.8,.418,0.1
Pops Mensah-Bonsu,TOR,19,12.9,.031,-0.3
Chris Mihm,LAL,18,10.0,.026,-0.1
C.J. Miles,UTA,72,11.8,.086,0.2
Darius Miles,MEM,34,16.1,.077,0.2
Darko Miličić,MEM,61,13.8,.088,0.0
Andre Miller,PHI,82,18.6,.141,3.3
Brad Miller,TOT,70,16.7,.117,1.6
Brad Miller,SAC,43,15.7,.091,0.8
Brad Miller,CHI,27,18.6,.165,0.8
Mike Miller,MIN,73,13.8,.086,1.8
Paul Millsap,UTA,76,18.6,.162,1.8
Yao Ming*,HOU,77,22.7,.196,3.3
Cuttino Mobley,LAC,11,10.3,-0.017,-0.2
Nazr Mohammed,CHA,39,7.7,.004,-0.4
Jamario Moon,TOT,80,13.3,.114,1.9
Jamario Moon,TOR,54,14.2,.119,1.6
Jamario Moon,MIA,26,11.6,.103,0.3
Mikki Moore,TOT,70,8.9,.083,-0.5
Mikki Moore,SAC,46,8.6,.052,-0.3
Mikki Moore,BOS,24,9.3,.135,-0.1
Randolph Morris,ATL,23,1.8,-0.013,-0.2
Adam Morrison,TOT,52,5.7,.001,-0.5
Adam Morrison,CHA,44,5.8,.004,-0.4
Adam Morrison,LAL,8,2.9,-0.045,-0.1
Anthony Morrow,GSW,67,14.7,.096,0.7
Troy Murphy,IND,73,17.8,.165,3.3
Ronald Murray,ATL,80,14.7,.076,0.8
Dikembe Mutombo*,HOU,9,10.8,.088,0.0
Eduardo Nájera,NJN,27,7.7,.010,-0.2
Steve Nash*,PHO,74,19.5,.140,2.8
DeMarcus Nelson,GSW,13,6.5,-0.071,-0.2
Jameer Nelson,ORL,42,20.6,.220,2.3
Rasho Nesterović,IND,70,14.1,.086,0.3
Demetris Nichols,TOT,4,8.8,-0.108,0.0
Demetris Nichols,CHI,2,-3.5,-0.283,0.0
Demetris Nichols,NYK,2,15.7,-0.010,0.0
Joakim Noah,CHI,80,16.5,.159,1.5
Andrés Nocioni,TOT,76,12.2,.068,0.0
Andrés Nocioni,CHI,53,11.4,.072,0.0
Andrés Nocioni,SAC,23,13.6,.060,0.1
Steve Novak,LAC,71,13.5,.092,0.5
Dirk Nowitzki,DAL,81,23.1,.171,4.2
Patrick O'Bryant,TOT,39,11.8,.056,-0.2
Patrick O'Bryant,BOS,26,9.5,.025,-0.1
Patrick O'Bryant,TOR,13,13.5,.079,-0.1
Jermaine O'Neal,TOT,68,15.4,.060,0.3
Jermaine O'Neal,TOR,41,15.4,.055,0.2
Jermaine O'Neal,MIA,27,15.5,.069,0.1
Shaquille O'Neal*,PHO,75,22.3,.166,2.1
Fabricio Oberto,SAS,54,10.6,.119,0.0
Greg Oden,POR,61,18.1,.167,0.3
Lamar Odom,LAL,78,16.6,.143,2.4
Emeka Okafor,CHA,82,18.0,.147,1.5
Mehmet Okur,UTA,72,17.5,.148,2.0
Kevin Ollie,MIN,50,9.9,.067,-0.3
Travis Outlaw,POR,81,15.1,.113,1.2
Zaza Pachulia,ATL,77,14.1,.127,-0.2
Anthony Parker,TOR,80,12.1,.063,0.8
Tony Parker,SAS,72,23.4,.168,3.5
Chris Paul,NOH,78,30.0,.292,9.9
Sasha Pavlović,CLE,66,8.6,.077,0.0
Oleksiy Pecherov,WAS,32,14.5,.080,-0.2
Kendrick Perkins,BOS,76,13.2,.119,1.2
Morris Peterson,NOH,43,10.7,.058,0.0
Johan Petro,TOT,49,8.1,.018,-0.5
Johan Petro,OKC,22,9.3,.019,-0.2
Johan Petro,DEN,27,6.4,.017,-0.3
Paul Pierce*,BOS,81,17.7,.164,3.9
Mickaël Piétrus,ORL,54,11.6,.108,0.8
James Posey,NOH,75,10.8,.095,0.6
Leon Powe,BOS,70,17.2,.192,0.5
Josh Powell,LAL,60,9.9,.043,-0.8
Ronnie Price,UTA,52,8.5,.009,-0.3
Tayshaun Prince,DET,82,15.0,.098,2.5
Gabe Pruitt,BOS,47,7.6,.047,0.0
Joel Przybilla,POR,82,15.4,.163,1.4
Chris Quinn,MIA,66,12.9,.104,0.2
Vladimir Radmanović,TOT,78,11.0,.062,0.5
Vladimir Radmanović,LAL,46,11.6,.098,0.5
Vladimir Radmanović,CHA,32,10.2,.021,-0.1
Anthony Randolph,GSW,63,16.9,.069,-0.1
Shavlik Randolph,POR,10,19.4,.041,0.0
Zach Randolph,TOT,50,19.7,.083,0.9
Zach Randolph,NYK,11,19.8,.108,0.2
Zach Randolph,LAC,39,19.6,.076,0.7
Theo Ratliff,PHI,46,11.2,.115,0.2
Michael Redd,MIL,33,17.9,.128,1.3
J.J. Redick,ORL,64,9.9,.098,0.3
Jason Richardson,TOT,72,16.7,.116,2.0
Jason Richardson,CHA,14,15.8,.104,0.4
Jason Richardson,PHO,58,16.9,.119,1.6
Jeremy Richardson,ORL,12,2.8,-0.107,-0.2
Quentin Richardson,NYK,72,11.6,.054,0.4
Luke Ridnour,MIL,72,12.9,.081,1.0
Anthony Roberson,TOT,29,11.4,.041,0.0
Anthony Roberson,NYK,23,11.8,.057,0.1
Anthony Roberson,CHI,6,8.0,-0.136,0.0
Nate Robinson,NYK,74,18.9,.128,2.4
Sergio Rodríguez,POR,80,12.5,.068,0.2
Rajon Rondo,BOS,80,18.8,.179,4.0
Derrick Rose,CHI,81,16.0,.078,1.2
Malik Rose,TOT,38,5.3,-0.039,-0.6
Malik Rose,NYK,18,-1.9,-0.167,-0.4
Malik Rose,OKC,20,9.0,.027,-0.2
Quinton Ross,MEM,68,6.9,.025,-0.5
Brandon Roy,POR,78,24.0,.223,6.0
Michael Ruffin,POR,11,10.3,.080,0.0
Brandon Rush,IND,75,9.0,.024,-0.3
Kareem Rush,PHI,25,6.3,-0.003,-0.1
John Salmons,TOT,79,16.0,.090,1.7
John Salmons,SAC,53,16.0,.072,0.9
John Salmons,CHI,26,16.0,.127,0.8
Cheikh Samb,TOT,18,5.3,-0.144,-0.2
Cheikh Samb,DEN,6,2.9,-0.246,-0.1
Cheikh Samb,LAC,10,9.2,-0.046,-0.1
Cheikh Samb,NYK,2,-12.6,-0.458,0.0
Brian Scalabrine,BOS,39,7.4,.105,0.1
Luis Scola,HOU,82,17.0,.165,1.6
Thabo Sefolosha,TOT,66,12.1,.074,1.0
Thabo Sefolosha,CHI,43,11.7,.067,0.5
Thabo Sefolosha,OKC,23,12.5,.081,0.6
Mouhamed Sene,TOT,6,32.9,.274,0.1
Mouhamed Sene,OKC,5,33.2,.292,0.1
Mouhamed Sene,NYK,1,32.0,.207,0.0
Ramon Sessions,MIL,79,17.6,.123,1.9
Walter Sharpe,DET,8,4.8,-0.131,0.0
Bobby Simmons,NJN,71,12.0,.095,0.8
Cedric Simmons,TOT,18,10.8,.022,0.0
Cedric Simmons,CHI,11,18.0,.139,0.0
Cedric Simmons,SAC,7,-8.3,-0.288,-0.1
Courtney Sims,TOT,2,12.8,-0.013,0.0
Courtney Sims,PHO,1,-26.0,-0.735,0.0
Courtney Sims,NYK,1,19.8,.118,0.0
Sean Singletary,TOT,37,6.7,.006,-0.2
Sean Singletary,PHO,13,8.5,.026,-0.1
Sean Singletary,CHA,24,5.5,-0.007,-0.2
James Singleton,DAL,62,16.4,.163,0.3
Brian Skinner,LAC,51,10.6,.024,-0.5
Craig Smith,MIN,74,16.9,.104,0.5
J.R. Smith,DEN,81,16.8,.124,2.4
Joe Smith,TOT,57,13.8,.118,0.2
Joe Smith,OKC,36,13.2,.088,0.0
Joe Smith,CLE,21,14.8,.168,0.2
Josh Smith,ATL,69,17.2,.097,2.3
Will Solomon,TOT,53,12.5,.033,0.0
Will Solomon,TOR,39,12.5,.032,0.0
Will Solomon,SAC,14,12.6,.037,0.0
Darius Songaila,WAS,77,13.9,.076,0.0
Marreese Speights,PHI,79,17.9,.146,0.2
Jerry Stackhouse,DAL,10,3.4,-0.110,-0.2
DeShawn Stevenson,WAS,32,6.9,-0.032,-0.6
Peja Stojaković,NOH,61,12.5,.087,0.7
Amar'e Stoudemire,PHO,53,20.3,.149,1.8
Rodney Stuckey,DET,79,14.8,.073,0.9
Robert Swift,OKC,26,11.5,.104,0.0
Stromile Swift,TOT,19,6.8,-0.033,-0.4
Stromile Swift,NJN,6,6.6,-0.026,-0.1
Stromile Swift,PHO,13,6.8,-0.037,-0.2
Wally Szczerbiak,CLE,74,12.1,.140,0.8
Mike Taylor,LAC,51,10.1,-0.028,-0.6
Sebastian Telfair,MIN,75,10.8,.019,-0.7
Jason Terry,DAL,74,19.3,.140,3.1
Etan Thomas,WAS,26,10.1,.018,-0.2
Kenny Thomas,SAC,8,8.8,.056,0.0
Kurt Thomas,SAS,79,14.0,.152,0.6
Tim Thomas,TOT,64,12.2,.065,0.2
Tim Thomas,LAC,10,9.1,-0.038,-0.2
Tim Thomas,NYK,36,13.4,.091,0.4
Tim Thomas,CHI,18,11.5,.078,0.0
Tyrus Thomas,CHI,79,15.9,.101,1.1
Jason Thompson,SAC,82,13.9,.057,-1.3
Al Thornton,LAC,71,12.6,.023,-1.4
Anthony Tolliver,SAS,19,7.6,.010,-0.1
Alando Tucker,PHO,30,13.0,.039,-0.2
Ronny Turiaf,GSW,79,14.5,.101,1.4
Hedo Türkoğlu,ORL,77,14.8,.125,2.4
Ime Udoka,SAS,67,9.5,.058,0.1
Beno Udrih,SAC,73,12.3,.026,-0.6
Roko Ukić,TOR,72,9.8,-0.019,-0.6
Anderson Varejão,CLE,81,14.6,.166,1.5
Jacque Vaughn,SAS,30,7.6,.020,-0.3
Charlie Villanueva,MIL,78,18.6,.112,1.6
