Player,Tm,G,PER,WS/48,VORP
Sam Cassell,LAC,38,16.8,.069,0.4
Sam Cassell,BOS,17,11.0,.061,0.0
Tyson Chandler,NOH,79,17.5,.172,1.7
Wilson Chandler,NYK,35,11.7,.038,-0.3
Josh Childress,ATL,76,17.8,.160,2.3
Jarron Collins,UTA,70,6.1,.070,-0.3
Jason Collins,TOT,74,3.4,.005,-1.4
Jason Collins,NJN,43,2.0,-0.002,-0.9
Jason Collins,MEM,31,5.4,.015,-0.5
Mardy Collins,NYK,46,5.9,-0.079,-0.7
Nick Collison,SEA,78,15.0,.098,0.3
Mike Conley,MEM,53,12.6,.038,-0.3
Brian Cook,TOT,51,8.6,.029,-0.3
Brian Cook,LAL,6,1.2,-0.087,-0.1
Brian Cook,ORL,45,9.5,.044,-0.2
Daequan Cook,MIA,59,7.9,-0.013,-1.2
Jamal Crawford,NYK,80,16.0,.076,1.9
Javaris Crittenton,TOT,50,11.0,.004,-0.4
Javaris Crittenton,LAL,22,11.0,.013,-0.1
Javaris Crittenton,MEM,28,11.0,.001,-0.3
Austin Croshere,GSW,44,13.2,.112,0.1
Eddy Curry,NYK,59,15.0,.053,-0.3
Samuel Dalembert,PHI,82,15.6,.121,0.7
Erick Dampier,DAL,72,15.3,.165,1.4
Antonio Daniels,WAS,71,13.7,.099,0.7
Marquis Daniels,IND,74,11.6,.028,-0.1
Jermareo Davidson,CHA,38,9.8,-0.012,-0.3
Baron Davis,GSW,82,19.8,.131,4.5
Glen Davis,BOS,69,11.3,.128,-0.2
Paul Davis,LAC,22,9.0,-0.007,-0.2
Ricky Davis,MIA,82,12.0,.030,0.0
Carlos Delfino,TOR,82,13.6,.100,1.2
Luol Deng,CHI,63,17.0,.098,1.1
Boris Diaw,PHO,82,12.0,.063,0.7
Yakhouba Diawara,DEN,54,8.1,.065,-0.2
Guillermo Díaz,LAC,6,9.9,.033,0.0
Dan Dickau,LAC,67,12.5,.071,0.1
Kaniel Dickens,CLE,5,6.6,.023,0.0
Travis Diener,IND,66,12.2,.088,0.2
Ike Diogu,IND,30,17.2,.115,-0.1
DeSagana Diop,TOT,79,12.5,.113,0.5
DeSagana Diop,DAL,52,13.4,.137,0.6
DeSagana Diop,NJN,27,10.4,.058,-0.1
Juan Dixon,TOT,53,11.3,.026,-0.1
Juan Dixon,TOR,36,10.7,.002,-0.1
Juan Dixon,DET,17,12.4,.068,0.0
Michael Doleac,MIN,24,7.5,.005,-0.2
Keyon Dooling,ORL,72,14.1,.132,0.5
Quincy Douby,SAC,74,9.7,.000,-0.3
Jared Dudley,CHA,73,13.6,.100,0.4
Chris Duhon,CHI,66,11.1,.075,0.1
Tim Duncan*,SAS,78,24.4,.201,4.8
Mike Dunleavy,IND,82,17.3,.138,2.8
Ronald Dupree,TOT,5,15.0,.159,0.0
Ronald Dupree,DET,1,0.0,.019,0.0
Ronald Dupree,SEA,4,17.5,.183,0.0
Kevin Durant,SEA,80,15.8,.040,1.3
Monta Ellis,GSW,81,19.0,.140,2.8
Francisco Elson,TOT,63,6.9,-0.001,-0.9
Francisco Elson,SAS,41,8.5,.043,-0.4
Francisco Elson,SEA,22,3.8,-0.085,-0.5
Melvin Ely,NOH,52,9.0,.022,-0.5
Maurice Evans,TOT,75,13.9,.135,1.3
Maurice Evans,LAL,7,13.3,.140,0.1
Maurice Evans,ORL,68,14.0,.135,1.2
Reggie Evans,PHI,81,11.0,.068,-0.5
Jordan Farmar,LAL,82,15.4,.111,1.4
Nick Fazekas,TOT,26,19.6,.148,0.2
Nick Fazekas,DAL,4,13.8,.021,0.0
Nick Fazekas,LAC,22,19.8,.153,0.2
Raymond Felton,CHA,79,13.8,.054,-0.1
Kyrylo Fesenko,UTA,9,4.0,-0.031,-0.2
Michael Finley,SAS,82,11.4,.091,0.8
Derek Fisher,LAL,82,13.8,.121,0.9
T.J. Ford,TOR,51,20.3,.130,1.4
Jeff Foster,IND,77,15.7,.165,1.2
Randy Foye,MIN,39,12.7,.042,-0.1
Adonal Foyle,ORL,82,9.9,.080,0.0
Richie Frahm,LAC,10,5.5,-0.054,-0.1
Steve Francis,HOU,10,9.1,.039,0.0
Channing Frye,POR,78,14.8,.114,0.1
Dan Gadzuric,MIL,51,10.7,.006,-0.6
Jorge Garbajosa,TOR,7,10.4,.047,0.0
Francisco García,SAC,79,15.1,.097,1.5
Thomas Gardner,CHI,4,4.4,-0.128,-0.1
Kevin Garnett*,BOS,71,25.3,.265,6.0
Pat Garrity,ORL,31,3.2,-0.038,-0.3
Pau Gasol,TOT,66,21.6,.172,3.2
Pau Gasol,MEM,39,20.1,.129,1.5
Pau Gasol,LAL,27,24.0,.239,1.7
Rudy Gay,MEM,81,17.4,.080,2.1
Mickaël Gelabale,SEA,39,10.5,.021,-0.1
Devean George,DAL,53,7.0,.039,-0.2
Daniel Gibson,CLE,58,11.7,.111,0.7
Eddie Gill,TOT,14,10.9,.077,0.1
Eddie Gill,NJN,13,11.9,.101,0.1
Eddie Gill,SEA,1,-18.9,-0.634,0.0
Manu Ginóbili*,SAS,74,24.3,.232,6.0
Gordan Giriček,TOT,56,9.8,.029,-0.3
Gordan Giriček,UTA,22,7.0,-0.022,-0.1
Gordan Giriček,PHI,12,6.7,-0.028,-0.1
Gordan Giriček,PHO,22,12.3,.076,0.0
Ryan Gomes,MIN,82,15.7,.096,1.1
Drew Gooden,TOT,69,13.8,.074,-0.4
Drew Gooden,CLE,51,12.5,.060,-0.6
Drew Gooden,CHI,18,17.4,.114,0.1
Ben Gordon,CHI,72,16.4,.106,1.7
Marcin Gortat,ORL,6,19.8,.158,0.0
Joey Graham,TOR,38,10.3,.040,-0.4
Stephen Graham,IND,22,21.9,.167,0.2
Danny Granger,IND,80,16.7,.122,2.5
Aaron Gray,CHI,61,13.9,.066,-0.2
Gerald Green,TOT,30,8.7,-0.048,-0.2
Gerald Green,MIN,29,7.9,-0.058,-0.3
Gerald Green,HOU,1,76.3,.826,0.0
Jeff Green,SEA,80,9.8,.003,-1.2
Taurean Green,TOT,17,7.0,-0.066,-0.1
Taurean Green,POR,8,5.8,-0.125,-0.1
Taurean Green,DEN,9,8.8,.020,0.0
Willie Green,PHI,74,12.8,.050,0.2
Orien Greene,SAC,7,-3.3,-0.180,-0.1
Adrian Griffin,TOT,35,8.7,.001,-0.1
Adrian Griffin,CHI,22,8.5,-0.009,-0.1
Adrian Griffin,SEA,13,9.3,.027,0.0
Richard Hamilton,DET,72,18.2,.152,2.6
Anfernee Hardaway,MIA,16,9.0,.036,0.1
Matt Harpring,UTA,76,14.1,.096,0.0
Al Harrington,GSW,81,15.6,.118,1.2
Othella Harrington,CHA,22,5.8,-0.010,-0.3
Devin Harris,TOT,64,17.5,.132,1.5
Devin Harris,DAL,39,18.0,.158,1.0
Devin Harris,NJN,25,16.7,.096,0.5
Mike Harris,HOU,17,17.1,.143,0.1
David Harrison,IND,55,8.6,.030,-0.7
Jason Hart,UTA,57,8.0,.033,-0.2
Udonis Haslem,MIA,49,12.7,.067,-0.3
Trenton Hassell,TOT,63,4.2,.015,-0.6
Trenton Hassell,DAL,37,4.7,.031,-0.3
Trenton Hassell,NJN,26,3.5,-0.009,-0.3
Spencer Hawes,SAC,71,11.6,.033,-0.5
Chuck Hayes,HOU,79,11.2,.136,1.1
Jarvis Hayes,DET,82,13.0,.108,0.5
Brendan Haywood,WAS,80,18.3,.146,1.0
Luther Head,HOU,73,13.6,.121,1.0
Walter Herrmann,TOT,45,13.2,.086,0.2
Walter Herrmann,CHA,17,12.1,.061,0.0
Walter Herrmann,DET,28,14.0,.108,0.1
Nenê,DEN,16,11.1,.052,-0.1
Grant Hill*,PHO,70,15.7,.127,1.9
Kirk Hinrich,CHI,75,13.1,.072,0.7
Ryan Hollins,CHA,60,11.4,.096,-0.2
Al Horford,ATL,81,14.7,.103,0.3
Robert Horry,SAS,45,9.6,.088,0.4
Eddie House,BOS,78,13.0,.127,1.4
Dwight Howard,ORL,82,22.9,.200,3.7
Josh Howard,DAL,76,18.3,.140,2.2
Juwan Howard,DAL,50,4.1,.016,-0.4
Troy Hudson,GSW,9,5.2,-0.062,-0.1
Larry Hughes,TOT,68,11.9,.042,-0.1
Larry Hughes,CLE,40,11.6,.042,-0.1
Larry Hughes,CHI,28,12.4,.043,-0.1
Kris Humphries,TOR,70,15.7,.096,-0.1
Lindsey Hunter,DET,24,8.8,.048,0.0
Steven Hunter,DEN,19,8.6,.043,-0.2
Andre Iguodala,PHI,82,19.0,.143,4.9
Zydrunas Ilgauskas,CLE,73,18.7,.131,0.9
D.J. Mbenga,TOT,42,9.4,.066,-0.3
D.J. Mbenga,GSW,16,6.7,.048,-0.1
D.J. Mbenga,LAL,26,11.2,.078,-0.2
Allen Iverson*,DEN,82,20.9,.163,4.0
Royal Ivey,MIL,75,8.8,.018,-0.9
Jarrett Jack,POR,82,13.0,.069,0.5
Bobby Jackson,TOT,72,13.5,.105,0.9
Bobby Jackson,NOH,46,12.9,.100,0.6
Bobby Jackson,HOU,26,14.6,.114,0.3
Luke Jackson,MIA,14,9.1,-0.004,-0.1
Stephen Jackson,GSW,73,14.9,.077,1.3
Casey Jacobsen,MEM,53,4.5,-0.023,-0.5
Jerome James,NYK,2,45.3,.613,0.0
LeBron James,CLE,75,29.1,.242,9.8
Mike James,TOT,54,8.6,.023,-0.3
Mike James,HOU,33,9.6,.037,-0.1
Mike James,NOH,21,5.7,-0.018,-0.2
Antawn Jamison,WAS,79,20.3,.144,2.9
Marko Jarić,MIN,75,12.1,.053,0.6
Al Jefferson,MIN,82,22.7,.127,2.6
Richard Jefferson,NJN,82,17.4,.114,1.8
Jared Jeffries,NYK,73,7.9,.002,-0.7
Yi Jianlian,MIL,66,11.3,.022,-0.8
Alexander Johnson,MIA,43,8.9,.019,-0.6
Amir Johnson,DET,62,17.5,.190,0.6
Anthony Johnson,TOT,69,11.2,.061,0.1
Anthony Johnson,ATL,42,12.0,.077,0.4
Anthony Johnson,SAC,27,8.9,.020,-0.2
DerMarr Johnson,SAS,5,17.3,.143,0.0
Joe Johnson,ATL,82,17.3,.100,2.7
Linton Johnson,TOT,8,8.2,.024,-0.1
Linton Johnson,PHO,6,9.5,.087,0.0
Linton Johnson,TOR,2,1.1,-0.308,0.0
Bobby Jones,TOT,47,9.9,.070,-0.2
Bobby Jones,DEN,25,8.5,.071,-0.2
Bobby Jones,MEM,9,12.1,.079,0.0
Bobby Jones,HOU,4,5.9,-0.018,0.0
Bobby Jones,MIA,6,11.2,.080,-0.1
Bobby Jones,SAS,3,3.4,-0.042,0.0
Dahntay Jones,SAC,25,13.5,.096,0.1
Damon Jones,CLE,67,11.3,.108,0.5
Dwayne Jones,CLE,56,11.1,.121,-0.2
Eddie Jones,DAL,47,7.6,.058,0.2
Fred Jones,NYK,70,10.9,.061,0.3
James Jones,POR,58,13.6,.139,1.1
Solomon Jones,ATL,35,6.8,.000,-0.2
Chris Kaman,LAC,56,17.5,.083,1.2
Jason Kapono,TOR,81,10.8,.060,-0.3
Coby Karl,LAL,17,15.8,.106,0.0
Viktor Khryapa,CHI,9,9.7,.020,0.0
Jason Kidd*,TOT,80,16.7,.097,3.6
Jason Kidd*,NJN,51,15.7,.064,2.0
Jason Kidd*,DAL,29,18.4,.157,1.6
Tarence Kinsey,MEM,11,10.3,.020,0.0
Andrei Kirilenko,UTA,72,17.2,.154,4.0
Linas Kleiza,DEN,79,14.4,.119,0.5
Brevin Knight,LAC,74,11.4,.060,0.1
Kyle Korver,TOT,75,12.8,.116,1.0
Kyle Korver,PHI,25,10.5,.075,0.1
Kyle Korver,UTA,50,14.2,.141,0.9
Nenad Krstić,NJN,45,8.5,-0.007,-1.0
Raef LaFrentz,POR,39,10.4,.085,-0.1
Carl Landry,HOU,42,21.4,.251,0.6
Keith Langford,SAS,2,-2.4,-0.142,0.0
Stéphane Lasme,TOT,16,11.7,.041,-0.2
Stéphane Lasme,GSW,1,,,0.0
Stéphane Lasme,MIA,15,11.7,.041,-0.2
Acie Law,ATL,56,7.7,-0.007,-0.7
David Lee,NYK,81,18.0,.151,1.4
Rashard Lewis,ORL,81,16.7,.153,4.0
Kyle Lowry,MEM,82,14.3,.078,0.6
Tyronn Lue,TOT,50,11.9,.080,0.1
Tyronn Lue,ATL,33,12.7,.081,0.2
Tyronn Lue,DAL,17,9.2,.078,-0.1
Mark Madsen,MIN,20,0.2,-0.102,-0.3
Corey Maggette,LAC,70,19.3,.133,2.4
Jamaal Magloire,TOT,31,1.4,-0.109,-0.6
Jamaal Magloire,NJN,24,1.7,-0.096,-0.5
Jamaal Magloire,DAL,7,-1.9,-0.234,-0.1
Ian Mahinmi,SAS,6,35.3,.372,0.0
Stephon Marbury,NYK,24,13.8,.066,0.3
Shawn Marion,TOT,63,19.2,.153,3.1
Shawn Marion,PHO,47,20.0,.181,2.8
Shawn Marion,MIA,16,17.1,.072,0.3
Sean Marks,PHO,19,16.1,.121,0.0
Donyell Marshall,TOT,26,9.8,.042,-0.1
Donyell Marshall,CLE,11,8.4,.039,-0.1
Donyell Marshall,SEA,15,10.9,.045,0.0
Darrick Martin,TOR,17,5.8,-0.021,-0.1
Kenyon Martin,DEN,71,14.7,.111,0.6
Kevin Martin,SAC,61,21.0,.183,2.4
Desmond Mason,MIL,59,12.3,.041,0.0
Roger Mason,WAS,80,13.8,.096,0.9
Jason Maxiell,DET,82,16.7,.171,0.8
Rashad McCants,MIN,75,14.6,.040,0.6
Jelani McCoy,DEN,6,2.6,-0.036,0.0
Antonio McDyess,DET,78,14.1,.141,0.9
Tracy McGrady*,HOU,66,18.4,.115,3.1
Dominic McGuire,WAS,70,6.6,-0.003,-0.4
Jeff McInnis,CHA,54,6.5,.002,-1.2
Josh McRoberts,POR,8,20.3,.131,0.0
Chris Mihm,LAL,23,7.7,-0.004,-0.4
C.J. Miles,UTA,60,14.2,.134,0.5
Darko Miličić,MEM,70,11.0,.006,-0.8
Andre Miller,PHI,82,18.4,.131,2.9
Brad Miller,SAC,72,16.8,.125,2.3
Mike Miller,MEM,70,16.1,.098,2.0
Paul Millsap,UTA,82,16.1,.148,0.8
Yao Ming*,HOU,55,22.5,.196,2.8
Cuttino Mobley,LAC,77,11.5,.037,-0.2
Nazr Mohammed,TOT,82,15.8,.098,-0.1
Nazr Mohammed,DET,21,13.1,.112,-0.1
Nazr Mohammed,CHA,61,16.2,.096,-0.1
Jamario Moon,TOR,78,15.0,.126,2.2
Mikki Moore,SAC,82,11.5,.092,-0.3
Randolph Morris,NYK,18,4.3,-0.061,-0.4
Alonzo Mourning*,MIA,25,16.2,.098,0.1
Troy Murphy,IND,75,16.0,.141,1.7
Ronald Murray,TOT,42,13.2,.024,-0.1
Ronald Murray,DET,19,13.3,.036,0.0
Ronald Murray,IND,23,13.1,.016,-0.1
Dikembe Mutombo*,HOU,39,14.5,.178,0.5
Boštjan Nachbar,NJN,75,12.4,.064,0.1
Eduardo Nájera,DEN,78,12.1,.118,0.9
Steve Nash*,PHO,81,21.1,.181,4.2
Juan Carlos Navarro,MEM,82,11.9,.031,-0.2
Jameer Nelson,ORL,69,15.5,.136,1.6
Rasho Nesterović,TOR,71,16.1,.125,0.7
Ira Newble,TOT,49,9.7,.061,-0.2
Ira Newble,CLE,41,10.0,.067,-0.1
Ira Newble,SEA,2,0.5,-0.144,0.0
Ira Newble,LAL,6,10.0,.037,0.0
Demetris Nichols,TOT,14,-1.9,-0.234,-0.1
Demetris Nichols,CLE,3,-20.8,-0.615,-0.1
Demetris Nichols,CHI,11,7.0,-0.056,0.0
Joakim Noah,CHI,74,15.5,.120,0.7
Andrés Nocioni,CHI,82,13.6,.077,0.6
Steve Novak,HOU,35,17.3,.196,0.4
Dirk Nowitzki,DAL,77,24.6,.223,6.0
Patrick O'Bryant,GSW,24,14.0,.105,0.0
Jermaine O'Neal,IND,42,14.4,.035,0.1
Shaquille O'Neal*,TOT,61,17.1,.078,0.4
Shaquille O'Neal*,MIA,33,17.7,.059,0.1
Shaquille O'Neal*,PHO,28,16.5,.100,0.3
Fabricio Oberto,SAS,82,13.8,.178,1.0
Lamar Odom,LAL,77,16.9,.159,3.2
Emeka Okafor,CHA,82,17.4,.103,0.6
Mehmet Okur,UTA,72,15.2,.134,1.7
Kevin Ollie,PHI,40,9.7,.084,-0.1
Bo Outlaw,ORL,2,8.6,-0.071,0.0
Travis Outlaw,POR,82,15.7,.071,1.0
Andre Owens,IND,31,10.0,.053,0.1
Zaza Pachulia,ATL,62,11.0,.054,-0.7
Jannero Pargo,NOH,80,11.9,.037,-0.3
Anthony Parker,TOR,82,14.4,.113,1.9
Smush Parker,TOT,28,7.0,-0.052,-0.5
Smush Parker,MIA,9,5.5,-0.060,-0.1
Smush Parker,LAC,19,7.6,-0.048,-0.4
Tony Parker,SAS,69,20.0,.146,2.6
Ruben Patterson,LAC,20,10.9,.010,0.0
Chris Paul,NOH,80,28.3,.284,9.3
Sasha Pavlović,CLE,51,7.2,.006,-0.9
Oleksiy Pecherov,WAS,35,9.6,-0.002,-0.3
Kendrick Perkins,BOS,78,13.3,.156,1.2
Kosta Perović,GSW,7,10.3,.060,0.0
Morris Peterson,NOH,76,11.2,.101,0.8
Johan Petro,SEA,72,10.0,.014,-1.0
Eric Piatkowski,PHO,16,8.3,.045,0.0
Paul Pierce*,BOS,80,19.6,.207,5.0
Mickaël Piétrus,GSW,66,12.7,.104,0.6
Scot Pollard,BOS,22,8.7,.171,0.0
James Posey,BOS,74,12.0,.164,2.1
Leon Powe,BOS,56,20.9,.256,0.5
Josh Powell,LAC,64,10.7,.042,-0.9
Kasib Powell,MIA,11,9.0,.006,-0.1
Ronnie Price,UTA,61,12.3,.094,0.2
Tayshaun Prince,DET,82,15.6,.133,2.5
Gabe Pruitt,BOS,15,8.3,.028,-0.1
Joel Przybilla,POR,77,12.3,.113,0.1
Chris Quinn,MIA,60,13.8,.092,0.5
Vladimir Radmanović,LAL,65,12.6,.113,0.8
Shavlik Randolph,PHI,9,15.6,-0.012,0.0
Zach Randolph,NYK,69,18.0,.063,0.8
Theo Ratliff,TOT,26,11.9,.091,0.1
Theo Ratliff,MIN,10,12.3,.067,0.0
Theo Ratliff,DET,16,11.6,.115,0.1
Michael Redd,MIL,72,18.8,.104,2.4
J.J. Redick,ORL,34,12.7,.091,0.0
Chris Richard,MIN,52,7.9,.037,-0.5
Jason Richardson,CHA,82,18.4,.113,4.0
Jeremy Richardson,TOT,27,4.2,-0.041,-0.2
Jeremy Richardson,MEM,3,-18.1,-0.505,-0.1
Jeremy Richardson,SAS,5,11.0,.189,0.0
Jeremy Richardson,ATL,19,5.8,-0.037,-0.1
Quentin Richardson,NYK,65,8.5,.008,-0.4
Luke Ridnour,SEA,61,11.3,.035,-0.4
Nate Robinson,NYK,72,15.3,.082,1.0
Sergio Rodríguez,POR,72,9.0,-0.017,-0.3
Rajon Rondo,BOS,77,15.6,.150,2.4
Malik Rose,NYK,49,7.3,-0.052,-0.7
Quinton Ross,LAC,76,7.6,.022,-0.4
Brandon Roy,POR,74,19.4,.138,3.6
Michael Ruffin,MIL,46,12.1,.095,0.0
Kareem Rush,IND,71,10.0,.033,-0.1
John Salmons,SAC,81,13.9,.071,0.9
Cheikh Samb,DET,4,12.0,.178,0.0
Brian Scalabrine,BOS,48,5.1,.057,-0.1
Luis Scola,HOU,82,16.1,.154,1.0
Thabo Sefolosha,CHI,69,11.4,.050,0.4
Mouhamed Sene,SEA,13,18.2,.121,0.0
Ramon Sessions,MIL,17,16.2,.077,0.1
Bobby Simmons,MIL,70,10.3,.022,-0.4
Cedric Simmons,TOT,14,0.0,-0.134,-0.2
Cedric Simmons,CLE,7,2.4,-0.070,-0.1
Cedric Simmons,CHI,7,-8.7,-0.362,-0.1
Courtney Sims,IND,3,1.1,.008,0.0
Brian Skinner,PHO,66,11.4,.069,-0.2
Craig Smith,MIN,77,16.7,.109,0.3
J.R. Smith,DEN,74,18.1,.126,1.6
Jason Smith,PHI,76,10.7,.067,-0.4
Joe Smith,TOT,77,16.1,.115,0.4
Joe Smith,CHI,50,16.8,.109,0.4
Joe Smith,CLE,27,14.9,.128,0.0
Josh Smith,ATL,81,19.0,.097,3.7
Eric Snow,CLE,22,3.1,-0.021,-0.3
Kirk Snyder,TOT,36,13.3,.068,0.0
Kirk Snyder,HOU,9,14.4,.117,0.1
Kirk Snyder,MIN,27,13.2,.063,0.0
Darius Songaila,WAS,80,11.8,.053,-0.2
Jerry Stackhouse,DAL,58,13.3,.077,0.4
DeShawn Stevenson,WAS,82,12.6,.077,1.2
Peja Stojaković,NOH,77,15.7,.144,2.5
Awvee Storey,MIL,26,11.5,.031,-0.2
Damon Stoudamire,TOT,60,8.9,-0.004,-0.4
Damon Stoudamire,MEM,29,11.8,.033,0.0
Damon Stoudamire,SAS,31,4.6,-0.060,-0.4
Salim Stoudamire,ATL,35,11.1,.031,-0.1
Amar'e Stoudemire,PHO,79,27.6,.262,4.6
D.J. Strawberry,PHO,33,6.2,-0.031,-0.2
Rodney Stuckey,DET,57,13.8,.090,0.3
Robert Swift,SEA,8,2.9,-0.074,-0.1
Stromile Swift,TOT,56,14.8,.078,-0.2
Stromile Swift,MEM,35,15.9,.079,0.0
Stromile Swift,NJN,21,12.7,.074,-0.2
Wally Szczerbiak,TOT,75,13.9,.079,0.7
Wally Szczerbiak,SEA,50,15.7,.095,0.8
Wally Szczerbiak,CLE,25,10.3,.044,-0.1
Sebastian Telfair,MIN,60,10.4,.018,-0.6
Jason Terry,DAL,82,17.8,.160,3.3
Billy Thomas,TOT,11,-1.9,-0.165,-0.1
Billy Thomas,NJN,4,-10.3,-0.389,0.0
Billy Thomas,CLE,7,0.1,-0.112,-0.1
Kenny Thomas,SAC,23,2.6,-0.047,-0.3
Kurt Thomas,TOT,70,14.2,.123,0.9
Kurt Thomas,SEA,42,15.8,.134,0.7
Kurt Thomas,SAS,28,11.1,.100,0.1
Tim Thomas,LAC,63,12.2,.042,0.3
Tyrus Thomas,CHI,74,14.6,.088,0.5
Al Thornton,LAC,79,12.7,.025,-0.8
Jamaal Tinsley,IND,39,12.8,.028,0.1
Alando Tucker,PHO,6,11.8,.042,-0.1
Ronny Turiaf,LAL,78,15.0,.137,1.0
Hedo Türkoğlu,ORL,82,17.8,.143,3.6
Ime Udoka,SAS,73,11.5,.102,0.7
Beno Udrih,SAC,65,13.3,.056,0.3
Anderson Varejão,CLE,48,12.0,.086,-0.2
Jacque Vaughn,SAS,74,9.2,.069,-0.4
Charlie Villanueva,MIL,76,14.9,.045,-0.3
Marcus Vinicius,NOH,13,11.6,.073,0.0
Jake Voskuhl,MIL,44,8.7,.025,-0.4
Sasha Vujačić,LAL,72,15.1,.136,1.0
Dwyane Wade,MIA,51,21.5,.082,2.3
Von Wafer,TOT,29,1.0,-0.163,-0.3
